,account_value
0,1000000.0
1,1000000.0
2,999960.1633071899
3,999912.7388000488
4,999907.0476531982
5,1000119.5095062256
6,1000517.8769111633
7,1000813.8073921204
8,1000993.0727958679
9,1000993.0727958679
10,1000942.8027153015
11,1000880.2018165588
12,1000784.4040870667
13,1000983.5877418518
14,1001024.3728637695
15,1001024.3728637695
16,1001024.3728637695
17,1001024.3728637695
18,1001024.3728637695
19,1001024.3728637695
20,1001024.3728637695
21,1001024.3728637695
22,1001024.3728637695
23,1001024.3728637695
24,1001024.3728637695
25,1001024.3728637695
26,1001024.3728637695
27,1001024.3728637695
28,1001024.3728637695
29,1001024.3728637695
30,1001024.3728637695
31,1001024.3728637695
32,1001024.3728637695
33,1001024.3728637695
34,1001024.3728637695
35,1001024.3728637695
36,1001024.3728637695
37,1001024.3728637695
38,1001024.3728637695
39,1001024.3728637695
40,1001024.3728637695
41,1001024.3728637695
42,1001024.3728637695
43,1001024.3728637695
44,1001023.4243392944
45,1001023.4243392944
46,1000863.1286621094
47,1000705.6783676147
48,1001038.6001586914
49,1001036.7029190063
50,1000984.5356941223
51,1001117.324924469
52,1001081.2822341919
53,1001081.2822341919
54,1001081.2822341919
55,1001081.2822341919
56,1001081.2822341919
57,1001081.2822341919
58,1001081.2822341919
59,1001081.2822341919
60,1001081.2822341919
61,1001081.2822341919
62,1001081.2822341919
63,1001081.2822341919
64,1001081.2822341919
65,1001081.2822341919
66,1001144.8316574097
67,1001144.8316574097
68,1001144.8316574097
69,1001144.8316574097
70,1001144.8316574097
71,1001144.8316574097
72,1001144.8316574097
73,1001144.8316574097
74,1001144.8316574097
75,1001144.8316574097
76,1001144.8316574097
77,1001144.8316574097
78,1001144.8316574097
79,1001144.8316574097
80,1001144.8316574097
81,1001144.8316574097
82,1001094.5613861084
83,1001515.6925201416
84,1001618.1301116943
85,1001618.1301116943
86,1001618.1301116943
87,1001618.1301116943
88,1001632.3574066162
89,1001632.3574066162
90,1001632.3574066162
91,1001632.3574066162
92,1001632.3574066162
93,1001632.3574066162
94,1001632.3574066162
95,1001632.3574066162
96,1001632.3574066162
97,1001632.3574066162
98,1001698.7512588501
99,1001698.7512588501
100,1001698.7512588501
101,1001698.7512588501
102,1001698.7512588501
103,1001698.7512588501
104,1001698.7512588501
105,1001717.7206039429
106,1001717.7206039429
107,1001678.8324356079
108,1001766.0936355591
109,1001810.6729507446
110,1001810.6729507446
111,1001810.6729507446
112,1001810.6729507446
113,1001810.6729507446
114,1001810.6729507446
115,1001810.6729507446
116,1001810.6729507446
117,1001810.6729507446
118,1001810.6729507446
119,1001707.2872161865
120,1001764.196395874
121,1001878.0157089233
122,1001878.0157089233
123,1001878.0157089233
124,1001878.0157089233
125,1001831.5391540527
126,1001713.9263153076
127,1001477.7514457703
128,1001762.2992515564
129,1001967.1730995178
130,1001849.5606422424
131,1001821.1055755615
132,1001821.1055755615
133,1001821.1055755615
134,1001821.1055755615
135,1001821.1055755615
136,1001821.1055755615
137,1001821.1055755615
138,1001821.1055755615
139,1001821.1055755615
140,1001821.1055755615
141,1001821.1055755615
142,1001821.1055755615
143,1001821.1055755615
144,1001821.1055755615
145,1001821.1055755615
146,1001821.1055755615
147,1001821.1055755615
148,1001821.1055755615
149,1001802.135848999
150,1001802.135848999
151,1001802.135848999
152,1001802.135848999
153,1001802.135848999
154,1001802.135848999
155,1001802.135848999
156,1001802.135848999
157,1001802.135848999
158,1001802.135848999
159,1001802.135848999
160,1001802.135848999
161,1001802.135848999
162,1001802.135848999
163,1001802.135848999
164,1001802.135848999
165,1001802.135848999
166,1001844.8177337646
167,1001844.8177337646
168,1001844.8177337646
169,1001844.8177337646
170,1001844.8177337646
171,1001844.8177337646
172,1001844.8177337646
173,1001844.8177337646
174,1001844.8177337646
175,1001844.8177337646
176,1001844.8177337646
177,1001844.8177337646
178,1001844.8177337646
179,1001844.8177337646
180,1001872.5208282471
181,1001872.5208282471
182,1001872.5208282471
183,1001872.5208282471
184,1001872.5208282471
185,1001872.5208282471
186,1001872.5208282471
187,1001872.5208282471
188,1001872.5208282471
189,1001872.5208282471
190,1001872.5208282471
191,1001872.5208282471
192,1001872.5208282471
193,1001872.5208282471
194,1001872.5208282471
195,1001872.5208282471
196,1001872.5208282471
197,1001872.5208282471
198,1001872.5208282471
199,1001872.5208282471
200,1001872.5208282471
201,1001872.5208282471
202,1001872.5208282471
203,1001872.5208282471
204,1001872.5208282471
205,1001872.5208282471
206,1001872.5208282471
207,1001872.5208282471
208,1001872.5208282471
209,1001872.5208282471
210,1001872.5208282471
211,1001872.5208282471
212,1001872.5208282471
213,1001872.5208282471
214,1001872.5208282471
215,1001872.5208282471
216,1001872.5208282471
217,1001872.5208282471
218,1001872.5208282471
219,1001872.5208282471
220,1001872.5208282471
221,1001872.5208282471
222,1001872.5208282471
223,1001872.5208282471
224,1001872.5208282471
225,1001872.5208282471
226,1001872.5208282471
227,1001872.5208282471
228,1001872.5208282471
229,1001872.5208282471
230,1001872.5208282471
231,1001872.5208282471
232,1001872.5208282471
233,1001872.5208282471
234,1001872.5208282471
235,1001872.5208282471
236,1001872.5208282471
237,1001872.5208282471
238,1001872.5208282471
239,1001872.5208282471
240,1001872.5208282471
241,1001872.5208282471
242,1001872.5208282471
243,1001872.5208282471
244,1001872.5208282471
245,1001872.5208282471
246,1001872.5208282471
247,1001872.5208282471
248,1001872.5208282471
249,1001872.5208282471
250,1001872.5208282471
251,1001872.5208282471
252,1001872.5208282471
253,1001872.5208282471
254,1001872.5208282471
255,1001872.5208282471
256,1001872.5208282471
257,1001872.5208282471
258,1001872.5208282471
259,1001872.5208282471
260,1001872.5208282471
261,1001872.5208282471
262,1001872.5208282471
263,1001872.5208282471
264,1001872.5208282471
265,1001872.5208282471
266,1001872.5208282471
267,1001872.5208282471
268,1001872.5208282471
269,1001872.5208282471
270,1001872.5208282471
271,1001872.5208282471
272,1001872.5208282471
273,1001872.5208282471
274,1001872.5208282471
275,1001872.5208282471
276,1001872.5208282471
277,1001872.5208282471
278,1001872.5208282471
279,1001872.5208282471
280,1001872.5208282471
281,1001872.5208282471
282,1001872.5208282471
283,1001872.5208282471
284,1001872.5208282471
285,1001872.5208282471
286,1001872.5208282471
287,1001872.5208282471
288,1002039.7464752197
289,1002039.7464752197
290,1002039.7464752197
291,1002039.7464752197
292,1002039.7464752197
293,1002039.7464752197
294,1002039.7464752197
295,1002039.7464752197
296,1002039.7464752197
297,1002039.7464752197
298,1002039.7464752197
299,1002039.7464752197
300,1002039.7464752197
301,1002039.7464752197
302,1002039.7464752197
303,1002039.7464752197
304,1002039.7464752197
305,1002039.7464752197
306,1002039.7464752197
307,1002039.7464752197
308,1002039.7464752197
309,1002039.7464752197
310,1002039.7464752197
311,1002039.7464752197
312,1002039.7464752197
313,1002039.7464752197
314,1002039.7464752197
315,1002039.7464752197
316,1002039.7464752197
317,1002039.7464752197
318,1002039.7464752197
319,1002039.7464752197
320,1002039.7464752197
321,1002039.7464752197
322,1002039.7464752197
323,1002039.7464752197
324,1002039.7464752197
325,1002039.7464752197
326,1002039.7464752197
327,1002039.7464752197
328,1002039.7464752197
329,1002039.7464752197
330,1002039.7464752197
331,1002039.7464752197
332,1002039.7464752197
